Tweet,Cleaned_Tweet
"['sloanetweet', 'asksloan', 'favorit', 'superbowl', 'team', 'support']",sloanetweet asksloan favorit superbowl team support
"['time', 'thing', 'wast']",time thing wast
"['layer', 'win', 'tip']",layer win tip
"['get', 'ta', 'stop', 'talk', 'talk', 'cheap']",get ta stop talk talk cheap
"['medium', 'gobierno', 'autonómico']",medium gobierno autonómico
"['emilysarahjohn', 'yamaha', 'ask', 'funni']",emilysarahjohn yamaha ask funni
"['listen', 'ed', 'recap', 'ca', 'wait', 'deni', '2013', 'citi', 'field', 'insomniacev']",listen ed recap ca wait deni 2013 citi field insomniacev
"['turn', 'current', 'help', 't', 'co', 'lcs9vass']",turn current help t co lcs9vass
"['heart', 'fire']",heart fire
"['papa', 'lag', 'na', 'slay', 'saber']",papa lag na slay saber
"['merveozbekli', 'even', 'bebegim', 'cop', 'heal', 'ediyosun', 'beni', 'bugünlerd']",merveozbekli even bebegim cop heal ediyosun beni bugünlerd
"['oh', 'brill', 'bumper', 'hang', 'might', 'well', 'leav', 'fall', 'complet']",oh brill bumper hang might well leav fall complet
"['miss', 'time', 'text', 'say', 'piman', 'long', 'au', 'surpris', 'ad', 'realli', 'miss', 'time', 'ad']",miss time text say piman long au surpris ad realli miss time ad
"['say', 'hey', 'hey', 'say', 'hey', 'what', 'go']",say hey hey say hey what go
"['mix', 'inch', 'nappi', 'hair', 'yo', 'head', 'tho', 'mix', 'alright', 'black', 'black', 'fuck', 'black']",mix inch nappi hair yo head tho mix alright black black fuck black
"['celiaadiaaz', 'elfin', 'job', 'que', 'e', 'de', 'tu', 'vida', 'cool', 'mañana', 'sale']",celiaadiaaz elfin job que e de tu vida cool mañana sale
"['iamfad', 'ye', 'long', 'time']",iamfad ye long time
"['summerlove345', 'si']",summerlove345 si
"['flat', 'good']",flat good
['drunkkkkkk'],drunkkkkkk
"['realli', 'want', 'studi', 'abroad', 'israel']",realli want studi abroad israel
"['sashaspirina', 'знаю']",sashaspirina знаю
"['need', 'blunt']",need blunt
"['paulsaintsernin', 'jcoudrot', 'chest', 'pa', 'top', 'tit', 'quad', 'mime']",paulsaintsernin jcoudrot chest pa top tit quad mime
"['makkah', 'get', 'match', 'underwear', 'bestfriendprob']",makkah get match underwear bestfriendprob
"['earli', 'valentin', 'gift', 'dan', 'djwernitznig', 'sweet', 'bowman', 'bourbon', 'holster', 'hous', 'help', 't', 'co', 'jocuuy1a']",earli valentin gift dan djwernitznig sweet bowman bourbon holster hous help t co jocuuy1a
"['lahor', 'karachi', 'san', 'francisco', 'ca', 'help', 't', 'co', 'hjclfkt1']",lahor karachi san francisco ca help t co hjclfkt1
"['gonta3x', 'なんとか受かったよo', '鯛焼き買ってお祝いするんだ']",gonta3x なんとか受かったよo 鯛焼き買ってお祝いするんだ
"['hussein', 'sastranegara', 'airport', 'help', 't', 'co', 'rnizasov']",hussein sastranegara airport help t co rnizasov
"['exhaust', 'hmm']",exhaust hmm
"['oke', 'nungguin', 'dakotan', 'mom']",oke nungguin dakotan mom
"['wood', 'bye', 'malaysia']",wood bye malaysia
"['heybeliada', 'istanbul', 'türkiy', 'help', 't', 'co', 'aoatyqvk']",heybeliada istanbul türkiy help t co aoatyqvk
"['product', 'weekend', 'think', 'get', 'week']",product weekend think get week
"['futon', 'gila', 'punch', 'alarm', 'help', 't', 'co', 'dyeiaeec']",futon gila punch alarm help t co dyeiaeec
"['quincieedwin', 'oh']",quincieedwin oh
"['beaversonatrain', 'hah', 'cox', 'know', 'say']",beaversonatrain hah cox know say
"['chefkarlmac', 'spun', 'day']",chefkarlmac spun day
"['hacettep', 'üniversitesi', 'ankara', 'türkiy', '8', 'other', 'help', 't', 'co', 'chyfmjx']",hacettep üniversitesi ankara türkiy 8 other help t co chyfmjx
"['bistro', 'safe', 'tekirdağ', 'türkiy', '8', 'other', 'help', 't', 'co', 'toauaxhg']",bistro safe tekirdağ türkiy 8 other help t co toauaxhg
"['bagel', 'pa', 'g']",bagel pa g
"['dottievollm', 'heckkkk', 'yeah']",dottievollm heckkkk yeah
"['would', 'love', 'know', 'everybodi', 'hat', 'everybodi', 'make', 'sens', 'sometim']",would love know everybodi hat everybodi make sens sometim
['急げ急げ'],急げ急げ
"['follow', 'flyest_ever10']",follow flyest_ever10
"['jon', 'name', 'gut', 'oak', 'near', 'abut', 'lot', 'nyala', 'ya', 'sm', 'tempo', 'angga_decay0721', 'hahahaha', 'uh', 'scrap', 'asleep', 'wempyyi', 'alhamdullilah', '0']",jon name gut oak near abut lot nyala ya sm tempo angga_decay0721 hahahaha uh scrap asleep wempyyi alhamdullilah 0
"['thursday', 'na', 'busiest']",thursday na busiest
"['tsnotool', 'danni', 'boy', 'nil', 'trade', 'deadlin', 'year']",tsnotool danni boy nil trade deadlin year
"['danger', 'kama', 'say', 'help', 't', 'co', 'sobgpu77']",danger kama say help t co sobgpu77
"['diogotpinheiro', 'optimum', 'sem', 'divid', 'ten', 'de', 'tire', 'cart', 'rapid', 'depend', 'do', 'transport', 'public', 's', 'do', 'pay', 'terribl']",diogotpinheiro optimum sem divid ten de tire cart rapid depend do transport public s do pay terribl
"['becom', 'mayor', 'сканира', 'foursquar', 'help', 't', 'co', 'momfzg9i']",becom mayor сканира foursquar help t co momfzg9i
['anavalenzz'],anavalenzz
"['1', '0']",1 0
"['naknhac', 'ashuashuashu', 'eu', 'see']",naknhac ashuashuashu eu see
"['cerebrum', 'selincataltep', 'serkannncan', 'kevlar', 'daman', 'yapon', 'yiyelim', 'huehueuheuh']",cerebrum selincataltep serkannncan kevlar daman yapon yiyelim huehueuheuh
"['eu', 'e', 'bianca', 'vamp', 'faze', 'liao', 'junta']",eu e bianca vamp faze liao junta
"['everi', 'singl', 'day', 'think', 'come', 'way', 'sleepless', 'night', 'tear', 'cri', 'never', 'late', 'make', 'right']",everi singl day think come way sleepless night tear cri never late make right
"['girl', 'bad']",girl bad
"['coffe', 'time', 'sbuxindonesia', 'pic', 'help', 't', 'co', 'ennvanda']",coffe time sbuxindonesia pic help t co ennvanda
"['n', 'erica', 'ad', 'kat', 'uh', 'pick', 'diego', 'tempt', 'dog', 'uh', 'k', 'setiahujungnyawa']",n erica ad kat uh pick diego tempt dog uh k setiahujungnyawa
"['lauracharlotte_', 'tit', 'happi', 'birthday', 'jadelouiseluca', 'help', 't', 'co', 'daafckv0', 'amp', 'brcarter89', 'look', 'buzz', 'prospect', 'cake']",lauracharlotte_ tit happi birthday jadelouiseluca help t co daafckv0 amp brcarter89 look buzz prospect cake
"['reginasiena', 'lili']",reginasiena lili
"['eunuch', 'dit', 'true', 'de']",eunuch dit true de
"['bite', 'bout', 'give', 'anyway', 'lot']",bite bout give anyway lot
"['stand', 'night', 'know', 'anymor']",stand night know anymor
"['otto', 'dictum', 'en', 'casa']",otto dictum en casa
"['facebook', 'twitter', 'whoop']",facebook twitter whoop
"['mac', 'miller', 'lindoooo']",mac miller lindoooo
"['maudthebest', 'demand', 'anni', 'verrassen', 'meet', 'tweet', 'vole', 'twanoniem', 'stuff', 'test', 'dm', 'en', 'zip', 'sweeten', '100', 'anni']",maudthebest demand anni verrassen meet tweet vole twanoniem stuff test dm en zip sweeten 100 anni
"['torquespeak', 'read', 'land', 'new', 'job', 'congratul']",torquespeak read land new job congratul
"['bahç', '7', 'care', '2', 'other', 'help', 't', 'co', 'mkqv3qkm']",bahç 7 care 2 other help t co mkqv3qkm
"['john', 'sign']",john sign
"['michael', 'temp', 'help', 't', 'co', 'jcnw6om0']",michael temp help t co jcnw6om0
"['sara', 'month', 'nu', 'nagual', 'ma', 'ya', 'ichaldoang', 'ma', 'onah', 'p', 'viniherti', 'nanna', 'pant', 'ichaldoang', 'bukabuka', 'putraugi']",sara month nu nagual ma ya ichaldoang ma onah p viniherti nanna pant ichaldoang bukabuka putraugi
"['voodoo', 'nigh', 'teenag', 'nicksjeal']",voodoo nigh teenag nicksjeal
"['cara', 'di', 'bikini', 'penman', 'sana', '۳', 'д', '۳']",cara di bikini penman sana ۳ д ۳
"['caramel_candy92', 'herbinhal', 'magoo', 'damn', 'ok', 'noth', 'good', 'come', 'anyway', 'miss', 'lot']",caramel_candy92 herbinhal magoo damn ok noth good come anyway miss lot
"['clairekeeegan', 'hahahaha', 'boy', 'night', 'slut', 'drop', 'get', 'mi', 'straight']",clairekeeegan hahahaha boy night slut drop get mi straight
"['dare', 'con', 'tokyo', 'jason', 'gp_mexico', 'pic', 'help', 't', 'co', 'q73lwzro']",dare con tokyo jason gp_mexico pic help t co q73lwzro
"['indiravidal29', 'danimartinezweb', 'rins']",indiravidal29 danimartinezweb rins
"['queri', 'ir', 'pray', 'prada', 'go', 'para', 'de', 'ligaaaaaaar']",queri ir pray prada go para de ligaaaaaaar
"['walaupon', 'rash', 'mom', 'take', 'map', 'ja', 'semampu', 'manakin']",walaupon rash mom take map ja semampu manakin
"['_blackmamba000', 'wait', 'tell', 'mum', 'ohmygod', 'wait', 'show', 'pictur', 'what', 'wrong', 'hahahaha']",_blackmamba000 wait tell mum ohmygod wait show pictur what wrong hahahaha
['melisabieber_jb'],melisabieber_jb
"['tottenham', 'bale', 'favoriteplayerfromeachpremierleagueteam']",tottenham bale favoriteplayerfromeachpremierleagueteam
"['kassa', 'fichu', 'com', 'saiva', 'pa', 'eu', 'face', 'pray', 'la', 'omar', 'conga', 'vida', 'deal', 'yamaha']",kassa fichu com saiva pa eu face pray la omar conga vida deal yamaha
"['rip', 'rooney', 'danni', 'chichi', 'smell', 'anoth', 'trebl', 'make', 'foreverunit']",rip rooney danni chichi smell anoth trebl make foreverunit
"['compar', 'um', 'cachorro', 'quint', 'com', 'irma']",compar um cachorro quint com irma
"['franckhdr', 'bon', 'ben', 'pa', 'de', 'question', 'alo']",franckhdr bon ben pa de question alo
"['miguelpasquau', 'una', 'toga', 'disfrazada', 'de', 'jeez', 'result', 'que', 'la', 'marina', 'e', 'put', 'socialist', 'disfrazado', 'de', 'jeez', 'villa', 'cara', 'aura', 'commando']",miguelpasquau una toga disfrazada de jeez result que la marina e put socialist disfrazado de jeez villa cara aura commando
"['надежда', 'опасная', 'штука', 'надежда', 'может', 'свести', 'человека', 'ума', 'n', 'побег', 'шоушенка']",надежда опасная штука надежда может свести человека ума n побег шоушенка
"['car', 'suit', 'dinner', 'favorit', 'cantwait']",car suit dinner favorit cantwait
"['amp', 'amp', 'come', 'bring', 'work']",amp amp come bring work
"['lot', 'amigo', 'son', 'como', 'lot', 'bueno', 'libra', 'es', 'necesario', 'tender', 'much', 's', 'sing', 'tender', 'lot', 'memori', 'n', 'nexcelent', 'ignacio', 'de', 'semang']",lot amigo son como lot bueno libra es necesario tender much s sing tender lot memori n nexcelent ignacio de semang
"['allisonstreng', 'day', 'get', 'fuck', 'wors', 'honestli', 'n', 'n', 'nhonestli']",allisonstreng day get fuck wors honestli n n nhonestli
"['cabo', 'de', 'publican', 'una', 'foot', 'pa', '377', 'help', 't', 'co', 'zrphxjri']",cabo de publican una foot pa 377 help t co zrphxjri
"['паркинг', 'санкт', 'петербург', 'help', 't', 'co', 'dojx41kb']",паркинг санкт петербург help t co dojx41kb
"['еще', 'утром', 'мама', 'говорила', 'что', 'одной', 'рубашке', 'мне', 'будет', 'холодно', 'т_т']",еще утром мама говорила что одной рубашке мне будет холодно т_т
"['get', 'sunb', 'help', 't', 'co', 'fgrupg7a']",get sunb help t co fgrupg7a
"['linduutti', 'tanya', 'pig']",linduutti tanya pig
"['child', 'pediatr', 'center', 'canton', 'ga', 'help', 't', 'co', 'nzvou9yd']",child pediatr center canton ga help t co nzvou9yd
"['help', 't', 'co', '8pfsgjgq']",help t co 8pfsgjgq
"['ask', 'fm', 'pointless', 'stupid']",ask fm pointless stupid
"['hey', 'alexbutelli21', 'help', 't', 'co', 'mgl4aae5']",hey alexbutelli21 help t co mgl4aae5
"['jaimenicolish', 'esmegracexo', '100', 'agre', 'amaz']",jaimenicolish esmegracexo 100 agre amaz
"['netflix', 'fall', 'asleep', 'earli', 'day', 'tomorrow']",netflix fall asleep earli day tomorrow
"['steadi', 'hah', 'get', 'bitch', '__']",steadi hah get bitch __
"['nyan_koto', 'いるよんヾ', 'ー']",nyan_koto いるよんヾ ー
"['chelsea_jewel', 'magiccjohnson', 'probabl', 'go', 'back', 'bed', 'hotmessexpress', 'amen', 'wishfulthink']",chelsea_jewel magiccjohnson probabl go back bed hotmessexpress amen wishfulthink
"['utálom', 'nyelvtant', 'tételeit', 'hategrammar']",utálom nyelvtant tételeit hategrammar
"['abarceloh25', 'mi', 'costa', 'hilillosdepastilina']",abarceloh25 mi costa hilillosdepastilina
"['pagan', 'um', 'travel', 'pro', 'victor']",pagan um travel pro victor
"['el_lehendakari', 'lt', '3', 'tutu', 'dead', 'botani', 'te', 'mango', 'messag', 'terribl', 'bonito', 'tu', 'ignor']",el_lehendakari lt 3 tutu dead botani te mango messag terribl bonito tu ignor
"['shmeckldwuarf', 'alway']",shmeckldwuarf alway
"['iskenderun', 'otogarı', 'satay', 'türkiy', 'help', 't', 'co', '7xtvod6r']",iskenderun otogarı satay türkiy help t co 7xtvod6r
"['hacienda', 'en', 'el', 'casino']",hacienda en el casino
"['marissa', 'q', 'tenia', 'la', 'arista', 'torqu', 'ambient', 'del', 'amor', 'felizsanvalentin', 'help', 't', 'co', 'ydkrahsa']",marissa q tenia la arista torqu ambient del amor felizsanvalentin help t co ydkrahsa
"['mina', 'senna', 'top']",mina senna top
"['soniaaalg', 'ten', 'claud', 'sur', 'moi', 'sir', 'ce']",soniaaalg ten claud sur moi sir ce
"['e5_dakidd', 'word', 'ill', 'call', 'tomorrow']",e5_dakidd word ill call tomorrow
"['mafeerchavest', 'casino', 'lt', '3']",mafeerchavest casino lt 3
"['gaze', 'sanatlar', 'deal', 'endüstri']",gaze sanatlar deal endüstri
['bedatipi'],bedatipi
"['waffleismyal', 'ahahhahahahahahgaga']",waffleismyal ahahhahahahahahgaga
"['alicialynnmeow', 'would', 'never', 'hah']",alicialynnmeow would never hah
['jetsjetsfan'],jetsjetsfan
['error'],error
"['bedtim', 'goodnight']",bedtim goodnight
['perdidamenteeeee'],perdidamenteeeee
"['julian', 'felipechantaculiaoándatedetwitt']",julian felipechantaculiaoándatedetwitt
"['bueno', 'dia', 'duel', 'la', 'gargantua', 'mariangeles_tru']",bueno dia duel la gargantua mariangeles_tru
"['manacl', 'yemeni', 'tanker', 'citi', 'manacl', '12', 'other', 'help', 't', 'co', '3acvswu8']",manacl yemeni tanker citi manacl 12 other help t co 3acvswu8
"['julianamarzan', 'vamp', 'rd', 'haj']",julianamarzan vamp rd haj
"['alinao_', 'transom', 'e', 'vic']",alinao_ transom e vic
"['jefferydean', 'get', 'next']",jefferydean get next
"['__nitta', 'doe', 'u', 'live', 'willingboro', 'next', 'one', 'hous', 'wit', 'grass', 'roof', 'shit', 'yet', 'rememb', 'ctfuuuuu']",__nitta doe u live willingboro next one hous wit grass roof shit yet rememb ctfuuuuu
"['brief', 'view', 'de', 'renter', 'la', 'jail', 'bientôt', 'alley', 'dodo']",brief view de renter la jail bientôt alley dodo
"['undo', 'dormer', 'el', 'libero', 'ya', 'burri', 'queue', 'sin', 'visa', 'en', 'el', 'candi', 'crush', 'que', 'hold']",undo dormer el libero ya burri queue sin visa en el candi crush que hold
['go'],go
"['let', 'dead', 'sunday', 'commenc']",let dead sunday commenc
"['bass', 'chill', 'enyo', 'quit', 'dick']",bass chill enyo quit dick
"['cost', 'horrifi', 'friend', 'casa', 'big', 'help', 't', 'co', 'amggyre5']",cost horrifi friend casa big help t co amggyre5
"['move', 'furnitur', 'get', 'readi', 'choir', 'photo', 'shoot', 'jame', 'fa', 'dick', 'colleg', 'busi', 'administr', 'help', 't', 'co', '4xkwqctr']",move furnitur get readi choir photo shoot jame fa dick colleg busi administr help t co 4xkwqctr
"['yeahhhh', 'go', 'last', 'night', 'one', 'thing', 'start', 'lead', 'anoth']",yeahhhh go last night one thing start lead anoth
"['lo', 'me', 'difícil', 'de', 'ire', 'casa', 'fin', 'e', 'decid', 'te', 'vet', 'el', 'pray', 'fin']",lo me difícil de ire casa fin e decid te vet el pray fin
"['ga', 'taut', 'bolabanget', 'mu', 'visa', 'jump', 'chelsea', 'help', 't', 'co', 'izejy4wr']",ga taut bolabanget mu visa jump chelsea help t co izejy4wr
"['anabeelen69', 'jajjajaja', 'valley', 'jamal', 'vena', 'valu', 'titi', 'pajama']",anabeelen69 jajjajaja valley jamal vena valu titi pajama
"['u', 'ai', 'type', 'shanti', 'fall', 'back']",u ai type shanti fall back
"['hastayım', 'u', 'uykunun', 'gelid', 'beni', 'bastırmasına']",hastayım u uykunun gelid beni bastırmasına
['хватит'],хватит
"['ekosuyonolagi', 'sean', 'tau', 'lo', 'go', 'jade', 'super', 'sea', '3', 'judah', 'sorri', 'jg', 'ni', 'lean', 'kali', 'lo', 'gnomon']",ekosuyonolagi sean tau lo go jade super sea 3 judah sorri jg ni lean kali lo gnomon
"['psiquiatro', 'ess', 'undo', 'desgraçado', 'sumo', 'e', 'filo', 'put', 'que', 'quango', 'album', 'boa', 'intençõ', 'gentl', 'ja', 'mica', 'desconfiado']",psiquiatro ess undo desgraçado sumo e filo put que quango album boa intençõ gentl ja mica desconfiado
"['shawndraalene95', 'pusssayi', 'mayb', 'lie']",shawndraalene95 pusssayi mayb lie
"['valor', 'overtim']",valor overtim
"['want', 'room', 'let', 'spend', 'night', 'togeth', 'wan', 'na', 'want', 'room']",want room let spend night togeth wan na want room
"['nagato_city_bu', 'あー', 'nあそこは長崎228なの']",nagato_city_bu あー nあそこは長崎228なの
"['rte', 'csrifqh07', 'alumnidarululum', 'sebastian', 'dark', 'perjalanan', 'kehidupanku', 'due']",rte csrifqh07 alumnidarululum sebastian dark perjalanan kehidupanku due
"['whelp', 'bout', 'head', 'work']",whelp bout head work
"['weldonmagn', 'special', 'first', 'think', 'hah']",weldonmagn special first think hah
"['terrahawk80', 'lot']",terrahawk80 lot
"['igorgomeslop', 'quahaug', 'van', 'dormer']",igorgomeslop quahaug van dormer
"['thing', 'get', 'radio']",thing get radio
"['daniaramos6', 'te', 'lo', 'juri', 'mi', 'vida', 'eye', 'mi', 'amor', 'oven', 'hamah', 'one', 'dm']",daniaramos6 te lo juri mi vida eye mi amor oven hamah one dm
"['kocaeliy', 'door', 'market', 'yama', 'kano', 'nazi', 'dido', 'dildo', 'libido', 'kano', 'teknolojik', 'puma']",kocaeliy door market yama kano nazi dido dildo libido kano teknolojik puma
['acolherdoliam'],acolherdoliam
"['pepavalenzuela', 'consign']",pepavalenzuela consign
"['doceanjomelf', 'te']",doceanjomelf te
"['mlkbezerro_', 'rex', 'cartoon', 'van', 'scalar', 'o', 'bambi']",mlkbezerro_ rex cartoon van scalar o bambi
"['gesellich', 'jolen', 'loan', 'xxxteat', 'lt', '3']",gesellich jolen loan xxxteat lt 3
"['mentionsomeoneyoucantrust', 'cade_stratt88', 'la', 'sometim']",mentionsomeoneyoucantrust cade_stratt88 la sometim
"['love', 'pain', 'pain', 'love']",love pain pain love
"['bobby_103', 'inneshimanda', 'ali', 'nazi', 'bob', 'hahahaha', 'take', 'ngajakin', 'ka', 'legal', 'la', 'ka', 'cantor', 'urban', 'player', 'ya']",bobby_103 inneshimanda ali nazi bob hahahaha take ngajakin ka legal la ka cantor urban player ya
"['zest', 'date', 'kellyfthetwit', 'xoclairefxo', 'amafarrel', 'heart']",zest date kellyfthetwit xoclairefxo amafarrel heart
"['sein', 'handynumm']",sein handynumm
"['mango', 'focu', 'se', 'foderem', 'air', 'neck']",mango focu se foderem air neck
"['dhanyarum', 'ha', 'panda']",dhanyarum ha panda
"['doll_do', 'bad']",doll_do bad
"['oust', 'markook73', 'mayor', 'tarsu', 'oulu', 'foursquar', 'help', 't', 'co', 'hjkvclw4fu']",oust markook73 mayor tarsu oulu foursquar help t co hjkvclw4fu
